concept_name,concept_code,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,target_concept_id,relationship_id,reverese_relationship_id,concept_name_con,domain_id,vocab_id,concept_class_id,standard
Creatine,creatine  800mg,2000010112,mimiciv_drug_ndc,Drug,Prescription Drug,19071967,Maps to,Mapped from,creatine,Drug,RxNorm,Ingredient,S
fluticasone Metered Dose Nasal Spray [Flonase],Flonase,2000010113,mimiciv_drug_ndc,Drug,Prescription Drug,36250166,Maps to,Mapped from,fluticasone Metered Dose Nasal Spray [Flonase],Drug,RxNorm,Branded Drug Form,S
darifenacin 7.5 MG,Darifenacin 7.5 mg,2000010114,mimiciv_drug_ndc,Drug,Prescription Drug,916233,Maps to,Mapped from,darifenacin 7.5 MG,Drug,RxNorm,Clinical Drug Comp,S
Betamethasone,Betamethasone Sodium Phos/Acet 12mg/2ml Syringe,2000010115,mimiciv_drug_ndc,Drug,Prescription Drug,920458,Maps to,Mapped from,betamethasone,Drug,RxNorm,Ingredient,S
rivastigmine 0.396 MG/HR [Exelon],Exelon 9.5 mg/24 hours,2000010116,mimiciv_drug_ndc,Drug,Prescription Drug,19127050,Maps to,Mapped from,rivastigmine 0.396 MG/HR [Exelon],Drug,RxNorm,Branded Drug Comp,S
Saccharomyces boulardii,Saccharomyces BOULARDII 1 Capsule,2000010117,mimiciv_drug_ndc,Drug,Prescription Drug,991855,Maps to,Mapped from,Saccharomyces boulardii,Drug,RxNorm,Ingredient,S
Alprazolam 0.5 MG Oral Tablet,Alprazolam 0.5mg Tablet,2000010118,mimiciv_drug_ndc,Drug,Prescription Drug,19072934,Maps to,Mapped from,alprazolam 0.5 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S
ramelteon Oral Tablet [Rozerem],RozEREM (ramelteon) tablets,2000010119,mimiciv_drug_ndc,Drug,Prescription Drug,40130130,Maps to,Mapped from,ramelteon Oral Tablet [Rozerem],Drug,RxNorm,Branded Drug Form,S
Thalidomide 200 MG,Thalidomide 200 MG,2000010120,mimiciv_drug_ndc,Drug,Prescription Drug,19099817,Maps to,Mapped from,thalidomide 200 MG,Drug,RxNorm,Clinical Drug Comp,S
Acetaminophen Injection,Acetaminophen (Liquid),2000010121,mimiciv_drug_ndc,Drug,Prescription Drug,40220874,Maps to,Mapped from,acetaminophen Injection,Drug,RxNorm,Clinical Drug Form,S
isopropyl unoprostone 1.5 MG/ML,Unoprostone Isopropyl 0.15%,2000010122,mimiciv_drug_ndc,Drug,Prescription Drug,19085137,Maps to,Mapped from,isopropyl unoprostone 1.5 MG/ML,Drug,RxNorm,Clinical Drug Comp,S
Citric Acid 66.8 MG/ML / sodium citrate 100 MG/ML Oral Solution,sodium citrate-citric acid 500 mg-334 mg/5 mL Oral Soln,2000010123,mimiciv_drug_ndc,Drug,Prescription Drug,19114106,Maps to,Mapped from,citric acid 66.8 MG/ML / sodium citrate 100 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S
brimonidine,Brimonidine 0.2% solution,2000010124,mimiciv_drug_ndc,Drug,Prescription Drug,915542,Maps to,Mapped from,brimonidine,Drug,RxNorm,Ingredient,S
prednisolone,"Prednisolone Acetate 0.12 % Eye Drops, Susp",2000010125,mimiciv_drug_ndc,Drug,Prescription Drug,1550557,Maps to,Mapped from,prednisolone,Drug,RxNorm,Ingredient,S
Fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler,fluticasone 110 mcg/Actuation Aerosol Inhaler,2000010126,mimiciv_drug_ndc,Drug,Prescription Drug,42903220,Maps to,Mapped from,fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Clinical Drug,S
montelukast 10 MG [Singulair],Singulair 10 mg,2000010127,mimiciv_drug_ndc,Drug,Prescription Drug,19117210,Maps to,Mapped from,montelukast 10 MG [Singulair],Drug,RxNorm,Branded Drug Comp,S
travoprost 0.04 MG/ML Ophthalmic Solution [Travatan],TRAVATAN Z 0.004 % Eye Drops,2000010128,mimiciv_drug_ndc,Drug,Prescription Drug,19071741,Maps to,Mapped from,travoprost 0.04 MG/ML Ophthalmic Solution [Travatan],Drug,RxNorm,Branded Drug,S
telbivudine 600 MG,Telbivudine 600 mg,2000010129,mimiciv_drug_ndc,Drug,Prescription Drug,19125088,Maps to,Mapped from,telbivudine 600 MG,Drug,RxNorm,Clinical Drug Comp,S
fulvestrant 50 MG/ML [Faslodex],Faslodex 250 mg,2000010130,mimiciv_drug_ndc,Drug,Prescription Drug,19048441,Maps to,Mapped from,fulvestrant 50 MG/ML [Faslodex],Drug,RxNorm,Branded Drug Comp,S
gabapentin 400 MG [Neurontin],Neurontin 400 mg,2000010131,mimiciv_drug_ndc,Drug,Prescription Drug,19038877,Maps to,Mapped from,gabapentin 400 MG [Neurontin],Drug,RxNorm,Branded Drug Comp,S
Morphine,Morphine,2000010132,mimiciv_drug_ndc,Drug,Prescription Drug,1110410,Maps to,Mapped from,morphine,Drug,RxNorm,Ingredient,S
eletriptan 40 MG [Relpax],Relpax 40mg,2000010133,mimiciv_drug_ndc,Drug,Prescription Drug,19121123,Maps to,Mapped from,eletriptan 40 MG [Relpax],Drug,RxNorm,Branded Drug Comp,S
Sodium,Sodium Chloride 23.4%;30ML V,2000010134,mimiciv_drug_ndc,Drug,Prescription Drug,19136048,Maps to,Mapped from,sodium,Drug,RxNorm,Ingredient,S
Chlordiazepoxide Hydrochloride 5 MG / Clidinium bromide 2.5 MG [Librax],Librax 2.5/5 mg,2000010135,mimiciv_drug_ndc,Drug,Prescription Drug,40168637,Maps to,Mapped from,chlordiazepoxide hydrochloride 5 MG / clidinium bromide 2.5 MG [Librax],Drug,RxNorm,Branded Drug Comp,S
Phenylephrine 10 MG/ML,Phenylephrine HCl 50MG/5ML VIAL,2000010136,mimiciv_drug_ndc,Drug,Prescription Drug,1136802,Maps to,Mapped from,phenylephrine 10 MG/ML,Drug,RxNorm,Clinical Drug Comp,S
adefovir dipivoxil 10 MG,Adefovir Dipivoxil 10 mg,2000010137,mimiciv_drug_ndc,Drug,Prescription Drug,40168219,Maps to,Mapped from,adefovir dipivoxil 10 MG,Drug,RxNorm,Clinical Drug Comp,S
Warfarin Sodium 10 MG,warfarin 10 mg,2000010138,mimiciv_drug_ndc,Drug,Prescription Drug,40163517,Maps to,Mapped from,warfarin sodium 10 MG,Drug,RxNorm,Clinical Drug Comp,S
Glycerin,Glycerin (Laxative) gm/ml,2000010139,mimiciv_drug_ndc,Drug,Prescription Drug,961145,Maps to,Mapped from,glycerin,Drug,RxNorm,Ingredient,S
sunitinib 50 MG Oral Capsule,sunitinib 50 mg Cap,2000010140,mimiciv_drug_ndc,Drug,Prescription Drug,1336627,Maps to,Mapped from,sunitinib 50 MG Oral Capsule,Drug,RxNorm,Clinical Drug,S
Olmesartan medoxomil 40 MG Oral Tablet,Olmesartan 40 mg Tab,2000010141,mimiciv_drug_ndc,Drug,Prescription Drug,19096752,Maps to,Mapped from,olmesartan medoxomil 40 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S
Levetiracetam 250 MG [Keppra],Keppra 250 mg,2000010142,mimiciv_drug_ndc,Drug,Prescription Drug,19099448,Maps to,Mapped from,levetiracetam 250 MG [Keppra],Drug,RxNorm,Branded Drug Comp,S
Escitalopram 10 MG,escitalopram 10mg,2000010143,mimiciv_drug_ndc,Drug,Prescription Drug,19098080,Maps to,Mapped from,escitalopram 10 MG,Drug,RxNorm,Clinical Drug Comp,S
"cyclosporine, modified 25 MG Oral Capsule [Gengraf]",Gengraf 25mg capsule (modified),2000010144,mimiciv_drug_ndc,Drug,Prescription Drug,19010560,Maps to,Mapped from,"cyclosporine, modified 25 MG Oral Capsule [Gengraf]",Drug,RxNorm,Branded Drug,S
adalimumab 50 MG/ML [Humira],Humira 40 mg/0.8mL,2000010145,mimiciv_drug_ndc,Drug,Prescription Drug,19121015,Maps to,Mapped from,adalimumab 50 MG/ML [Humira],Drug,RxNorm,Branded Drug Comp,S
sunitinib 50 MG Oral Capsule [Sutent],Sutent 50 mg Cap,2000010146,mimiciv_drug_ndc,Drug,Prescription Drug,1336628,Maps to,Mapped from,sunitinib 50 MG Oral Capsule [Sutent],Drug,RxNorm,Branded Drug,S
difluprednate 0.5 MG/ML [Durezol],Durezol 0.05% drops 1 drop,2000010147,mimiciv_drug_ndc,Drug,Prescription Drug,19131677,Maps to,Mapped from,difluprednate 0.5 MG/ML [Durezol],Drug,RxNorm,Branded Drug Comp,S
plasma protein fraction 50 MG/ML [Plasmanate],Plasmanate 5 % IV,2000010148,mimiciv_drug_ndc,Drug,Prescription Drug,19118645,Maps to,Mapped from,plasma protein fraction 50 MG/ML [Plasmanate],Drug,RxNorm,Branded Drug Comp,S
risedronate sodium 5 MG [Actonel],Actonel 5 mg,2000010149,mimiciv_drug_ndc,Drug,Prescription Drug,40174500,Maps to,Mapped from,risedronate sodium 5 MG [Actonel],Drug,RxNorm,Branded Drug Comp,S
Timolol 5 MG/ML Ophthalmic Solution,Timolol Maleate 0.5% XE 0.5% XE opth soln,2000010150,mimiciv_drug_ndc,Drug,Prescription Drug,1594709,Maps to,Mapped from,timolol 5 MG/ML Ophthalmic Solution,Drug,RxNorm,Clinical Drug,S
Methylphenidate Hydrochloride 27 MG [Concerta],CONCERTA 27 mg,2000010151,mimiciv_drug_ndc,Drug,Prescription Drug,40236461,Maps to,Mapped from,methylphenidate hydrochloride 27 MG [Concerta],Drug,RxNorm,Branded Drug Comp,S
coenzyme Q10 10 MG,Coenzyme Q10 10mg cap,2000010152,mimiciv_drug_ndc,Drug,Prescription Drug,1351189,Maps to,Mapped from,ubidecarenone 10 MG,Drug,RxNorm,Clinical Drug Comp,S
Omeprazole 20 MG / Sodium Bicarbonate 1100 MG [Zegerid Reformulated Aug 2006],Zegerid OTC 20 mg-1.1 gram Cap,2000010153,mimiciv_drug_ndc,Drug,Prescription Drug,19091798,Maps to,Mapped from,omeprazole 20 MG / sodium bicarbonate 1100 MG [Zegerid Reformulated Aug 2006],Drug,RxNorm,Branded Drug Comp,S
Ethinyl Estradiol 0.03 MG / Norgestrel 0.3 MG [Cryselle],Cryselle (28) 0.3-30 mg-mcg,2000010154,mimiciv_drug_ndc,Drug,Prescription Drug,19121080,Maps to,Mapped from,ethinyl estradiol 0.03 MG / norgestrel 0.3 MG [Cryselle],Drug,RxNorm,Branded Drug Comp,S
mesalamine,Mesalamine Desensitization 100 mg / 100 mL,2000010155,mimiciv_drug_ndc,Drug,Prescription Drug,968426,Maps to,Mapped from,mesalamine,Drug,RxNorm,Ingredient,S
"Estrogens, Esterified (USP) 0.625 MG [Menest]",Menest (esterified estrogens) 0.625mg,2000010156,mimiciv_drug_ndc,Drug,Prescription Drug,19072944,Maps to,Mapped from,"estrogens, esterified (USP) 0.625 MG [Menest]",Drug,RxNorm,Branded Drug Comp,S
mesalamine,Mesalamine Desensitization 1 mg / 10 mL,2000010157,mimiciv_drug_ndc,Drug,Prescription Drug,968426,Maps to,Mapped from,mesalamine,Drug,RxNorm,Ingredient,S
Sodium Chloride Prefilled Syringe,Sodium Chloride 0.9%  Flush Syringe,2000010158,mimiciv_drug_ndc,Drug,Prescription Drug,40141424,Maps to,Mapped from,sodium chloride Prefilled Syringe,Drug,RxNorm,Clinical Drug Form,S
Alprazolam 0.5 MG Oral Tablet [Xanax],Xanax 0.5mg Tablet,2000010159,mimiciv_drug_ndc,Drug,Prescription Drug,781041,Maps to,Mapped from,alprazolam 0.5 MG Oral Tablet [Xanax],Drug,RxNorm,Branded Drug,S
Water,Water water,2000010160,mimiciv_drug_ndc,Drug,Prescription Drug,19010309,Maps to,Mapped from,water,Drug,RxNorm,Ingredient,S
Folic Acid / Vitamin B 12 / Vitamin B6 Oral Tablet [Folgard],Folgard 1,2000010161,mimiciv_drug_ndc,Drug,Prescription Drug,40238314,Maps to,Mapped from,folic acid / vitamin B12 / vitamin B6 Oral Tablet [Folgard],Drug,RxNorm,Branded Drug Form,S
heparin,HEPARIN,2000010162,mimiciv_drug_ndc,Drug,Prescription Drug,1367571,Maps to,Mapped from,heparin,Drug,RxNorm,Ingredient,S
Fentanyl 0.8 MG/ACTUAT,Fentanyl Citrate 800 mcg,2000010163,mimiciv_drug_ndc,Drug,Prescription Drug,42705596,Maps to,Mapped from,fentanyl 0.8 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S
Lovastatin 20 MG / Niacin 500 MG [Advicor],Advicor 500-20,2000010164,mimiciv_drug_ndc,Drug,Prescription Drug,19027244,Maps to,Mapped from,lovastatin 20 MG / niacin 500 MG [Advicor],Drug,RxNorm,Branded Drug Comp,S
"TOCOPHERYL ACID SUCCINATE,D-ALPHA 400 UNT",Tocopheryl 400,2000010165,mimiciv_drug_ndc,Drug,Prescription Drug,19014252,Maps to,Mapped from,"tocopheryl acid succinate,D-alpha 400 UNT",Drug,RxNorm,Clinical Drug Comp,S
mesalamine 375 MG Extended Release Oral Capsule [Apriso],Apriso 0.375 gram 24 hr Cap,2000010166,mimiciv_drug_ndc,Drug,Prescription Drug,19134964,Maps to,Mapped from,mesalamine 375 MG Extended Release Oral Capsule [Apriso],Drug,RxNorm,Branded Drug,S
Folic Acid / Vitamin B 12 / Vitamin B6 Oral Tablet [Folplex],Folplex 2.2 2.2,2000010167,mimiciv_drug_ndc,Drug,Prescription Drug,40135920,Maps to,Mapped from,folic acid / vitamin B12 / vitamin B6 Oral Tablet [Folplex],Drug,RxNorm,Branded Drug Form,S
Loratadine 10 MG [Claritin],Claritin 10 mg,2000010168,mimiciv_drug_ndc,Drug,Prescription Drug,19047283,Maps to,Mapped from,loratadine 10 MG [Claritin],Drug,RxNorm,Branded Drug Comp,S
Ketamine,Ketamine Study Drug (*IND*) Study Drug,2000010169,mimiciv_drug_ndc,Drug,Prescription Drug,785649,Maps to,Mapped from,ketamine,Drug,RxNorm,Ingredient,S
"Estrogens, Conjugated (USP) 1.25 MG",Conjugated Estrogens 1.25 mg Tab,2000010170,mimiciv_drug_ndc,Drug,Prescription Drug,1549184,Maps to,Mapped from,"estrogens, conjugated (USP) 1.25 MG",Drug,RxNorm,Clinical Drug Comp,S
Protamine Sulfate (USP),Protamine Sulfate,2000010171,mimiciv_drug_ndc,Drug,Prescription Drug,19054242,Maps to,Mapped from,protamine sulfate (USP),Drug,RxNorm,Ingredient,S
lapatinib 250 MG [Tykerb],Tykerb 250 mg,2000010172,mimiciv_drug_ndc,Drug,Prescription Drug,19125317,Maps to,Mapped from,lapatinib 250 MG [Tykerb],Drug,RxNorm,Branded Drug Comp,S
Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT [Symbicort],Symbicort 160,2000010173,mimiciv_drug_ndc,Drug,Prescription Drug,42706348,Maps to,Mapped from,budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT [Symbicort],Drug,RxNorm,Branded Drug Comp,S
Fluticasone propionate 0.22 MG/ACTUAT Metered Dose Inhaler [Flovent],Flovent HFA 220 mcg/Actuation Aerosol Inhaler,2000010174,mimiciv_drug_ndc,Drug,Prescription Drug,42902500,Maps to,Mapped from,fluticasone propionate 0.22 MG/ACTUAT Metered Dose Inhaler [Flovent],Drug,RxNorm,Branded Drug,S
Beclomethasone Dipropionate 0.042 MG/ACTUAT,Beclomethasone Dipro. AQ (Nasal) 42mcg,2000010175,mimiciv_drug_ndc,Drug,Prescription Drug,40173730,Maps to,Mapped from,beclomethasone dipropionate 0.042 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S
Lactobacillus acidophilus Oral Capsule,Lactobacillus Acidophilus capsule,2000010176,mimiciv_drug_ndc,Drug,Prescription Drug,40050771,Maps to,Mapped from,Lactobacillus acidophilus Oral Capsule,Drug,RxNorm,Clinical Drug Form,S
insulin detemir 100 UNT/ML,Insulin Detemir 100units/mL,2000010177,mimiciv_drug_ndc,Drug,Prescription Drug,19112694,Maps to,Mapped from,insulin detemir 100 UNT/ML,Drug,RxNorm,Clinical Drug Comp,S
Zanamivir,Zanamivir (*IND*) 10 mg / mL - 20 mL Vial,2000010178,mimiciv_drug_ndc,Drug,Prescription Drug,1708748,Maps to,Mapped from,zanamivir,Drug,RxNorm,Ingredient,S
rasagiline 1 MG Oral Tablet [Azilect],Azilect 1mg tablet,2000010179,mimiciv_drug_ndc,Drug,Prescription Drug,715735,Maps to,Mapped from,rasagiline 1 MG Oral Tablet [Azilect],Drug,RxNorm,Branded Drug,S
"Insulin, Aspart, Human Cartridge [NovoLog]",Novolog 16 units,2000010180,mimiciv_drug_ndc,Drug,Prescription Drug,46234042,Maps to,Mapped from,"insulin aspart, human Cartridge [NovoLog]",Drug,RxNorm,Branded Drug Form,S
Epoetin Alfa 20000 UNT/ML,"Epoetin Alfa 20,000 UNIT VIAL",2000010181,mimiciv_drug_ndc,Drug,Prescription Drug,19081203,Maps to,Mapped from,epoetin alfa 20000 UNT/ML,Drug,RxNorm,Clinical Drug Comp,S
Amylases / Endopeptidases / Lipase Oral Capsule [Creon],Creon 20 3 CAPS,2000010182,mimiciv_drug_ndc,Drug,Prescription Drug,40166157,Maps to,Mapped from,amylase / lipase / protease Oral Capsule [Creon],Drug,RxNorm,Branded Drug Form,S
Timolol 5 MG/ML Ophthalmic Solution [Istalol],Istalol 0.5 % Eye Drops,2000010183,mimiciv_drug_ndc,Drug,Prescription Drug,902519,Maps to,Mapped from,timolol 5 MG/ML Ophthalmic Solution [Istalol],Drug,RxNorm,Branded Drug,S
"Regular Insulin, Human 100 UNT/ML [Humulin R]",humulin R 1 unit/mL,2000010184,mimiciv_drug_ndc,Drug,Prescription Drug,19062458,Maps to,Mapped from,"insulin, regular, human 100 UNT/ML [Humulin R]",Drug,RxNorm,Branded Drug Comp,S
pantoprazole,Pantoprazole Dummy Pkg for POE pump and PHA SS ordering,2000010185,mimiciv_drug_ndc,Drug,Prescription Drug,948078,Maps to,Mapped from,pantoprazole,Drug,RxNorm,Ingredient,S
Alfuzosin hydrochloride 2.5 MG Oral Tablet [UroXatral],Uroxatral 10 mg 24 hr Tab,2000010186,mimiciv_drug_ndc,Drug,Prescription Drug,40235407,Maps to,Mapped from,alfuzosin hydrochloride 2.5 MG Oral Tablet [UroXatral],Drug,RxNorm,Branded Drug,S
Budesonide 0.125 MG/ML [Pulmicort],budesonide 0.25 mg/2 mL Neb Suspension,2000010187,mimiciv_drug_ndc,Drug,Prescription Drug,19038790,Maps to,Mapped from,budesonide 0.125 MG/ML [Pulmicort],Drug,RxNorm,Branded Drug Comp,S
zileuton 600 MG Oral Tablet [Zyflo],Zyflo CR 600 mg Tablet,2000010188,mimiciv_drug_ndc,Drug,Prescription Drug,1147880,Maps to,Mapped from,zileuton 600 MG Oral Tablet [Zyflo],Drug,RxNorm,Branded Drug,S
Ketorolac,Ketorolac 0.4 % Eye Drops,2000010189,mimiciv_drug_ndc,Drug,Prescription Drug,1136980,Maps to,Mapped from,ketorolac,Drug,RxNorm,Ingredient,S
Felodipine 5 MG,Felodipine 5mg,2000010190,mimiciv_drug_ndc,Drug,Prescription Drug,1353817,Maps to,Mapped from,felodipine 5 MG,Drug,RxNorm,Clinical Drug Comp,S
Sodium Chloride Prefilled Syringe,Sodium Chloride 0.45% Flush 3 mL Syringe,2000010191,mimiciv_drug_ndc,Drug,Prescription Drug,40141424,Maps to,Mapped from,sodium chloride Prefilled Syringe,Drug,RxNorm,Clinical Drug Form,S
{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Junel Fe 1/20 28 Day],Junel FE 1/20 (28) 1-20 mg-mcg,2000010192,mimiciv_drug_ndc,Drug,Prescription Drug,42902170,Maps to,Mapped from,{21 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ferrous fumarate 75 MG Oral Tablet) } Pack [Junel Fe 1/20 28 Day],Drug,RxNorm,Branded Pack,S
Propranolol Hydrochloride 60 MG [Inderal],Inderal LA 60 mg,2000010193,mimiciv_drug_ndc,Drug,Prescription Drug,40163352,Maps to,Mapped from,propranolol hydrochloride 60 MG [Inderal],Drug,RxNorm,Branded Drug Comp,S
Metronidazole 500 MG,Metronidazole 500mg Premix Bag,2000010194,mimiciv_drug_ndc,Drug,Prescription Drug,1707403,Maps to,Mapped from,metronidazole 500 MG,Drug,RxNorm,Clinical Drug Comp,S
Acetic Acid Otic Solution,Acetic Acid Otic 2%,2000010195,mimiciv_drug_ndc,Drug,Prescription Drug,40004903,Maps to,Mapped from,acetic acid Otic Solution,Drug,RxNorm,Clinical Drug Form,S
zolmitriptan 5 MG [Zomig],Zomig 5,2000010196,mimiciv_drug_ndc,Drug,Prescription Drug,19120254,Maps to,Mapped from,zolmitriptan 5 MG [Zomig],Drug,RxNorm,Branded Drug Comp,S
{2 (Levonorgestrel 0.75 MG Oral Tablet) } Pack [Plan B],Plan B 2 tablet pack (0.75mg each),2000010197,mimiciv_drug_ndc,Drug,Prescription Drug,19129473,Maps to,Mapped from,{2 (levonorgestrel 0.75 MG Oral Tablet) } Pack [Plan B],Drug,RxNorm,Branded Pack,S
Molindone Hydrochloride 10 MG,Molindone 10 mg,2000010198,mimiciv_drug_ndc,Drug,Prescription Drug,42801018,Maps to,Mapped from,molindone hydrochloride 10 MG,Drug,RxNorm,Clinical Drug Comp,S
Phenylephrine,Phenylephrine HCl 100mcg/ml,2000010199,mimiciv_drug_ndc,Drug,Prescription Drug,1135766,Maps to,Mapped from,phenylephrine,Drug,RxNorm,Ingredient,S
varenicline 1 MG Oral Tablet [Chantix],Chantix 1 mg Tab,2000010200,mimiciv_drug_ndc,Drug,Prescription Drug,19124311,Maps to,Mapped from,varenicline 1 MG Oral Tablet [Chantix],Drug,RxNorm,Branded Drug,S
thyroid (USP) 8 MG,thyroid 8,2000010201,mimiciv_drug_ndc,Drug,Prescription Drug,1501576,Maps to,Mapped from,thyroid (USP) 8 MG,Drug,RxNorm,Clinical Drug Comp,S
sildenafil 20 MG Oral Tablet [Revatio],Revatio 20 mg tablet,2000010202,mimiciv_drug_ndc,Drug,Prescription Drug,1316304,Maps to,Mapped from,sildenafil 20 MG Oral Tablet [Revatio],Drug,RxNorm,Branded Drug,S
Hydrocortisone,Hydrocortisone Na Succ. 100mg/2mL Vial,2000010203,mimiciv_drug_ndc,Drug,Prescription Drug,975125,Maps to,Mapped from,hydrocortisone,Drug,RxNorm,Ingredient,S
efavirenz / emtricitabine / tenofovir disoproxil Oral Tablet [Atripla],ATRIPLA 1 tab,2000010204,mimiciv_drug_ndc,Drug,Prescription Drug,40134708,Maps to,Mapped from,efavirenz / emtricitabine / tenofovir disoproxil Oral Tablet [Atripla],Drug,RxNorm,Branded Drug Form,S
Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG [Benicar HCT],Benicar HCT 40-12.5,2000010205,mimiciv_drug_ndc,Drug,Prescription Drug,19135230,Maps to,Mapped from,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG [Benicar HCT],Drug,RxNorm,Branded Drug Comp,S
Rosuvastatin calcium 5 MG Oral Tablet [Crestor],Rosuvastatin (Crestor) 5mg tablet,2000010206,mimiciv_drug_ndc,Drug,Prescription Drug,40165262,Maps to,Mapped from,rosuvastatin calcium 5 MG Oral Tablet [Crestor],Drug,RxNorm,Branded Drug,S
Domperidone 10 MG [Motilium],motilium 10mg,2000010207,mimiciv_drug_ndc,Drug,Prescription Drug,19115975,Maps to,Mapped from,domperidone 10 MG [Motilium],Drug,RxNorm,Branded Drug Comp,S
solifenacin succinate 10 MG Oral Tablet,solifenacin 10 mg Tab,2000010208,mimiciv_drug_ndc,Drug,Prescription Drug,916008,Maps to,Mapped from,solifenacin succinate 10 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S
darifenacin 15 MG [Enablex],Enablex 15 mg,2000010209,mimiciv_drug_ndc,Drug,Prescription Drug,19114109,Maps to,Mapped from,darifenacin 15 MG [Enablex],Drug,RxNorm,Branded Drug Comp,S
Levetiracetam 750 MG Oral Tablet,Levetiracetam 750 mg Tab,2000010210,mimiciv_drug_ndc,Drug,Prescription Drug,19078781,Maps to,Mapped from,levetiracetam 750 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S
insulin detemir 100 UNT/ML [Levemir],Levemir 100 unit/mL Sub-Q,2000010211,mimiciv_drug_ndc,Drug,Prescription Drug,19044971,Maps to,Mapped from,insulin detemir 100 UNT/ML [Levemir],Drug,RxNorm,Branded Drug Comp,S
Lidocaine,Lidocaine,2000010212,mimiciv_drug_ndc,Drug,Prescription Drug,989878,Maps to,Mapped from,lidocaine,Drug,RxNorm,Ingredient,S
eletriptan 40 MG [Relpax],Relpax 40 mg,2000010213,mimiciv_drug_ndc,Drug,Prescription Drug,19121123,Maps to,Mapped from,eletriptan 40 MG [Relpax],Drug,RxNorm,Branded Drug Comp,S
Betamethasone 0.0005 MG/MG [Diprosone],Diprosone 0.05%,2000010214,mimiciv_drug_ndc,Drug,Prescription Drug,19062372,Maps to,Mapped from,betamethasone 0.0005 MG/MG [Diprosone],Drug,RxNorm,Branded Drug Comp,S
loteprednol etabonate 0.005 MG/MG Ophthalmic Gel [Lotemax],Lotemax 0.5 % Eye Drops,2000010215,mimiciv_drug_ndc,Drug,Prescription Drug,42901650,Maps to,Mapped from,loteprednol etabonate 0.005 MG/MG Ophthalmic Gel [Lotemax],Drug,RxNorm,Branded Drug,S
Dutasteride 0.5 MG Oral Capsule,dutasteride 0.5 mg Cap,2000010216,mimiciv_drug_ndc,Drug,Prescription Drug,989485,Maps to,Mapped from,dutasteride 0.5 MG Oral Capsule,Drug,RxNorm,Clinical Drug,S
rivastigmine,rivastigmine 9.5,2000010217,mimiciv_drug_ndc,Drug,Prescription Drug,733523,Maps to,Mapped from,rivastigmine,Drug,RxNorm,Ingredient,S
